 ,221057_103,221057_120,221057_123,221057_135,221057_139,221057_153,221057_154,221057_160,221057_164,221057_167,221479_226,221481_118,221481_257,221481_258,221701_034,221701_035,221701_041,221701_050,221701_054,221701_055,221727_015,230066_078,230066_082,230066_083,230066_084,230066_085,230066_087,230066_089,230066_121,230066_122,230066_125,233379_047,233379_114,233379_115,233379_124,233379_131,233668_046,233668_057,233668_059,233668_061,233668_062,233668_071,233668_075,233668_076,233668_096,233668_097,233668_099,233668_100,233668_101,233668_103,233795_009,221090_095,221090_098,221091_154,221417_015,221417_016,221417_043,221418_139,221478_278,221479_163,221480_100,221481_237,221702_004,231685_243,231685_255,231685_273,231685_274,231685_275,231685_286,231685_291,233379_029,233379_030,233379_032,233379_036,233379_040,233379_097,233379_102,233379_103,233379_104,233379_107,233379_109,233379_118,233379_130,233379_142,233380_036,233380_092,233666_139,233666_218,221090_092,221090_093,221090_094,221091_113,221091_125,221091_141,221417_017,221418_001,221418_127,221418_131,221418_132,221418_133,221418_135,221418_136,221418_137,221418_138,221418_150,221426_062,221477_058,221477_059,221479_170,221479_185,221479_236,221481_137,221515_017,231685_244,231687_014,233379_123,233666_049,233666_168,233666_201,233667_154,233667_217,233667_242,233667_255,233667_267,233667_269,233667_289,221065_081,221065_082,221091_171,231687_028,233284_183,233667_270,233668_104,221365_066,221365_072,233666_005,233666_048,233666_052,233666_126,233666_128,233666_137,233666_146,233666_152,233666_163,233666_206,233667_132,233667_136,233667_161,233667_171,233667_175,233667_185,233667_190,233667_193,233667_201,233667_218,233667_219,233667_221,233667_223,233667_225,233667_233,233667_234,233667_259,233795_007,221515_021,221701_051,233281_101,233281_102,233666_050,233667_182
="RSPd5",="0",="0",="241.8096",="267.28",="492.8789",="0",="203.1086",="1130.4983",="647.8903",="0",="8.2941",="0",="1083.3425",="0",="7.1508",="0",="1017.1543",="1113.1471",="54.7303",="0",="968.4414",="220.5894",="1049.4946",="0",="0",="185.5958",="1659.1563",="397.1374",="0",="0",="0",="0",="0",="0",="1616.52",="0",="3488.1359",="292.4687",="437.2592",="616.3413",="1553.6127",="647.3568",="0",="0",="0",="0",="0",="1917.3443",="2428.3033",="234.5685",="341.8613",="913.7459",="868.2347",="1219.2898",="799.4769",="2371.3227",="0",="1149.333",="3144.1583",="1996.8139",="1549.5114",="209.4058",="3222.7059",="36.3386",="404.8045",="2089.1698",="0",="829.4717",="401.6439",="0",="116.7085",="507.1517",="22.7824",="1369.1768",="480.8252",="1214.5471",="370.9561",="0",="429.7327",="0",="254.3146",="0",="856.7175",="0",="0",="474.2574",="2903.0535",="0",="0",="0",="872.2807",="343.5067",="3565.4447",="739.7796000000001",="574.1588",="0",="2600.1854",="1956.7906",="911.5649",="1184.0082",="0",="121.8581",="468.6969",="336.4602",="477.2914",="4069.7505",="339.6288",="1352.7131",="743.438",="3183.1041",="858.8926",="2017.444",="109.99860000000001",="2970.9345",="1245.1114",="969.8249",="1725.0043",="0",="220.99689999999998",="0",="726.2117",="0",="108.2882",="1483.327",="0",="0",="1462.3158",="1018.733",="2831.8761999999997",="659.794",="0",="215.503",="230.8007",="1294.8514",="1993.8649",="101.8143",="26.6795",="108.6366",="0",="0",="30.3744",="269.5924",="43.4588",="113.1526",="1034.1859",="48.3116",="0",="0",="1127.5846",="106.0808",="51.3062",="0",="59.7117",="970.0178",="0",="0",="0",="0",="47.7945",="99.6953",="194.7794",="113.3211",="1255.7026",="815.7018",="981.1435",="0",="13.5044",="0",="0"
="ENTl2",="0",="0",="0",="2952.8874",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1647.5938",="0",="0",="460.773",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="878.7772",="0",="0",="0",="0",="0",="0",="387.7124",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl3",="0",="0",="0",="2155.9726",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="136.0109",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="810.5274",="0",="0",="446.8112",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1160.3201",="0",="0",="0",="0",="0",="0",="1078.855",="0",="0",="0",="24.8564",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl5",="0",="0",="0",="1611.662",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3475.3429",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1131.4665",="0",="265.1441",="181.1671",="0",="0",="1226.4405",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5.581",="0",="0",="0",="0",="0",="0",="188.525",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="378.9117",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1302.6234",="0",="0",="0",="0",="0",="0",="819.9655",="113.3013",="0",="0",="659.753",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="394.6857",="0",="0",="0",="0",="0",="0",="0"
="ENTm1",="0",="0",="0",="49.961",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="19.7847",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm2",="0",="0",="0",="2949.9981",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="106.1268",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="429.2777",="0",="0",="0",="131.7325",="0",="0",="20.5778",="524.4491",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="71.1338",="0",="213.9313",="0",="0",="0",="0",="0",="0",="0",="0",="0",="28.1444",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="22.063",="0",="274.0029",="0",="0",="0",="0",="0",="0",="275.1384",="0",="0",="0",="0",="0",="0",="10.1818",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm3",="0",="0",="0",="1532.5857",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="299.9979",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="528.4919",="146.6159",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="187.1632",="0",="0",="0",="155.5864",="0",="0",="293.7336",="228.233",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="85.8441",="0",="0",="0",="258.8785",="0",="69.5596",="82.2117",="0",="0",="0",="0",="0",="0",="0",="0",="456.6093",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="814.3149",="0",="0",="0",="0",="0",="0",="0",="0",="207.5124",="421.6655",="0",="144.0095",="1771.7237",="0",="0",="181.0956",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="72.25",="0",="0",="0",="0",="0",="0",="0"
="ENTm5",="0",="0",="0",="406.8976",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="122.4137",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="445.2098",="0",="167.417",="250.3985",="0",="0",="697.5002",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="259.0176",="0",="0",="0",="109.3069",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="166.058",="0",="0",="0",="263.7845",="0",="0",="1501.8218",="0",="0",="0",="0",="0",="0",="0",="0",="365.8797",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1395.6443",="0",="0",="0",="0",="0",="0",="0",="0",="24.1254",="1861.4798",="0",="0",="2443.6305",="0",="158.2952",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1185.7539",="0",="0",="0",="381.1044",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="589.0006",="0",="0",="0",="0",="0",="0",="0"
="VISpl4",="0",="0",="0",="976.0377",="0",="0",="0",="0",="0",="189.1252",="0",="0",="0",="14.4585",="0",="0",="0",="0",="184.0307",="0",="0",="131.8811",="0",="175.9808",="267.3316",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="195.1736",="0",="1272.3921",="1444.5443",="98.9012",="7.7482",="121.1331",="0",="0",="0",="0",="0",="0",="654.4556",="0",="244.4876",="0",="66.0882",="0",="0",="141.3497",="459.9784",="813.0253",="325.9147",="110.6448",="0",="0",="114.3327",="489.2494",="0",="0",="92.1975",="0",="0",="370.5976",="0",="0",="832.2544",="0",="0",="0",="0",="0",="528.4803",="0",="832.2023",="0",="2013.4003",="0",="272.5825",="0",="102.4605",="11.3198",="0",="689.4106",="287.0981",="0",="150.4061",="0",="0",="0",="11.4661",="0",="0",="0",="200.6165",="11.0102",="0",="0",="591.5631",="942.1998",="0",="764.2554",="249.6087",="0",="0",="0",="116.4396",="0",="11.5919",="0",="232.55",="0",="0",="47.5102",="386.7264",="0",="237.1961",="0",="0",="0",="421.6577",="0",="0",="337.6375",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="73.5857",="0",="164.4539",="0",="0",="0",="0",="0",="0",="0"
="VISpl5",="0",="0",="0",="5623.367",="278.3875",="0",="0",="0",="0",="0",="0",="0",="286.3402",="183.8996",="0",="0",="0",="0",="1972.206",="0",="0",="91.3603",="28.9374",="300.7719",="621.1819",="0",="0",="0",="0",="0",="282.7918",="0",="0",="0",="0",="0",="174.7409",="2555.8991",="671.455",="4685.8447",="9169.6502",="2509.4907",="569.5143",="450.0911",="203.758",="406.9512",="0",="0",="0",="899.6352",="835.4449",="0",="183.2485",="0",="2526.7502999999997",="150.3212",="0",="2185.3869",="1764.4089",="1993.4427",="100.6719",="833.7637",="0",="0",="940.2456",="1304.3174999999999",="802.7559",="0",="5.0828",="0",="1029.3995",="720.0924",="0",="0",="2967.341",="0",="0",="0",="0",="0",="881.7714",="0",="2873.8955",="0",="2517.3915",="0",="1832.9132",="0",="1577.7494",="1339.6145",="0",="3073.1401",="998.5853",="0",="29.8533",="0",="0",="1151.0201",="2684.698",="0",="0",="0",="1830.2916",="0",="0",="0",="1413.4947",="732.3383",="0",="2074.4551",="111.3719",="0",="0",="0",="25.5943",="0",="269.0328",="0",="692.6863",="45.0154",="440.456",="805.9585",="1434.4334",="0",="874.807",="19.9667",="1326.6535",="0",="3735.7474",="2670.1867",="0",="1582.9677",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="239.4067",="0",="0",="196.1145",="0",="0",="0",="23.8545",="90.5391",="0",="0",="0",="0",="0",="0",="0",="0",="636.9581",="490.4015",="902.0123",="0",="0",="0",="0",="0",="0",="125.3773"
="RSPagl1",="0",="0",="0",="259.9656",="292.2753",="0",="0",="40.301",="0",="2001.5822",="291.0582",="0",="134.6625",="54.7678",="0",="0",="0",="12380.5845",="0",="210.8157",="494.3694",="0",="174.569",="0",="0",="716.6151",="2281.8162",="5112.0932",="0",="0",="0",="0",="0",="0",="8614.688",="0",="88.5463",="204.8797",="0",="0",="0",="0",="15.6186",="0",="510.2599",="25.7051",="0",="4142.1462",="2321.9035",="850.4233",="0",="3312.9604",="11123.3833",="4544.0553",="5440.2698",="178.5176",="0",="8.7399",="3325.2174",="1794.5062",="4128.0818",="1050.4222",="277.077",="644.2495",="866.7114",="11575.4248",="228.7464",="6267.869",="2487.5121",="3300.7694",="367.8022",="542.1849",="0",="3801.1265000000003",="8165.0279",="314.0616",="3913.5905",="876.1148",="0",="2711.6908",="1439.5212",="0",="0",="0",="4339.5655",="1081.4726",="1000.2003",="552.3732",="0",="0",="10754.3027",="1755.8682000000001",="17572.0273",="10029.3993",="0",="10333.9564",="5159.2629",="601.7912",="4756.6954000000005",="3380.5839",="0",="2022.276",="3513.4703",="3229.0597",="5660.314899999999",="0",="1339.4949",="4115.5007",="1190.0933",="3784.9268",="13413.5245",="0",="551.3732",="16294.4846",="3113.5838",="152.4134",="1694.6465",="2887.239",="4032.8587",="249.4945",="4468.4465",="653.1079",="0",="0",="0",="5464.1211",="1930.1638",="0",="0",="0",="213.1124",="184.2121",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="463.1852",="0",="134.8164",="0",="0",="4.9366",="215.994",="0",="160.6153",="0",="195.5502",="835.1957",="0",="0",="0",="0",="0",="805.2008"
="RSPd2/3",="0",="0",="0",="306.7914",="0",="0",="0",="870.7649",="0",="329.1936",="750.8512",="0",="2109.2515",="0",="0",="0",="400.7242",="5014.0398",="0",="0",="181.2241",="0",="26.932",="0",="0",="0",="71.2603",="0",="0",="0",="0",="0",="0",="0",="458.7243",="0",="1273.4038",="0",="0",="0",="340.0332",="0",="0",="0",="46.9921",="0",="0",="48.4721",="431.8625",="0",="1951.5665",="509.6839",="622.7938",="11989.4578",="2039.9881",="4225.2267",="0",="4088.4503999999997",="6798.9958",="1115.1972",="2719.1685",="226.3284",="4635.1102",="914.7672",="1187.6856",="3573.5568",="0",="1708.0208",="655.6149",="135.6727",="234.344",="763.6986",="385.1604",="1594.8485",="749.4955",="432.4455",="332.5652",="0",="237.5062",="15.9246",="0",="0",="0",="0",="0",="575.1709",="1000.7525",="0",="0",="0",="842.3914",="3017.5496",="7661.8858",="2741.2905",="7.0809",="1549.835",="6008.014499999999",="2636.9371",="2941.7286",="2094.1707",="0",="0",="338.5849",="3895.5072",="566.2323",="1194.6338",="1525.7752",="3604.0058",="855.5388",="3895.1312",="1884.9732",="944.4901",="0",="6834.5169",="1418.9313000000002",="0",="626.5213",="0",="460.6376",="0",="679.2393",="0",="0",="0",="0",="355.8141",="583.8526",="1075.2335",="3838.3283",="0",="0",="0",="153.5858",="0",="0",="0",="0",="0",="0",="0",="0",="20.9738",="0",="0",="213.8455",="0",="0",="0",="87.3717",="0",="0",="2.5362",="0",="0",="0",="0",="0",="200.787",="0",="0",="0",="0",="130.7434",="0",="0",="0",="0",="0",="0"
="RSPv1",="0",="0",="0",="43.9976",="0",="0",="96.6028",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1159.4483",="0",="0",="0",="0",="0",="294.6913",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="123.7591",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="407.6065",="0",="745.9231",="3408.7825",="144.9333",="4989.8822",="0",="152.52710000000002",="2565.4828",="0",="6369.8409",="0",="328.3012",="0",="42.7927",="405.7086",="0",="0",="0",="0",="0",="0",="0",="205.5579",="0",="226.8718",="0",="0",="0",="0",="1266.8035",="0",="292.9318",="0",="0",="0",="0",="0",="0",="0",="0",="217.6348",="0",="54.1671",="0",="592.1933",="270.3842",="0",="194.7519",="0",="0",="0",="0",="0",="0",="1742.7985",="0",="0",="0",="894.4109",="719.123",="2284.5175",="0",="503.4534",="3401.4973",="0",="578.2363",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1331.2019",="10.3447",="0",="325.9914",="119.4785",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4232.7095",="0",="0",="0",="0",="0",="0",="301.9164",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPv2/3",="0",="0",="0",="933.5529",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="888.5338",="0",="0",="0",="0",="0",="723.8219",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7.1579",="111.945",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1693.6239",="0",="1596.0556",="1433.7769",="395.2272",="3494.0755",="0",="326.34720000000004",="275.8776",="0",="15.8406",="0",="4094.6258",="0",="9.6642",="0",="0",="0",="0",="0",="0",="0",="0",="89.8632",="0",="1.7362",="34.4726",="0",="0",="40.9582",="568.4841",="0",="131.8227",="0",="0",="0",="14.97",="0",="0",="0",="0",="21.8003",="16.1211",="106.4468",="0",="0",="550.7772",="0",="289.5912",="0",="0",="0",="0",="43.8709",="0",="382.4142",="0",="0",="0",="268.2928",="78.0668",="1137.2545",="0",="0",="936.0527",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="102.2795",="1548.567",="270.4068",="51.0385",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3348.2569",="0",="0",="0",="0",="0",="0",="330.9564",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPv5",="0",="0",="0",="141.5955",="0",="0",="8.6411",="73.3507",="0",="0",="0",="0",="0",="0",="0",="0",="0",="615.549",="0",="226.3213",="0",="0",="0",="1074.6518",="0",="0",="0",="0",="0",="0",="68.8737",="0",="0",="315.3843",="218.1852",="0",="16.9623",="0",="0",="0",="0",="0",="115.2586",="0",="0",="0",="0",="0",="0",="0",="179.6712",="119.9621",="398.4413",="416.543",="962.7249",="2650.4754",="0",="1230.2946000000002",="76.4066",="0",="215.6929",="0",="3544.1724",="0",="0",="0",="0",="0",="0",="0",="0",="507.678",="0",="1056.0712",="133.8497",="0",="199.8528",="0",="0",="829.39",="2487.7769000000003",="0",="396.5868",="0",="0",="0",="310.0295",="0",="0",="113.9739",="0",="0",="203.2952",="453.8618",="0",="0",="677.5745",="124.8716",="469.719",="0",="221.2497",="285.7079",="0",="0",="0",="2248.3238",="0",="0",="1658.4387",="1610.6066",="0",="5308.9413",="1227.6453000000001",="0",="519.1104",="759.3387",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="304.6008",="1142.0111",="1493.388",="293.3789",="271.2315",="95.6141",="0",="0",="1395.2324",="0",="0",="0",="0",="0",="0",="7562.4965",="0",="0",="0",="0",="306.8385",="0",="1099.1849",="0",="0",="0",="0",="0",="5.1446",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa5",="0",="0",="0",="758.8947",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="229.6475",="0",="691.0712",="0",="502.4924",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1520.6984",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1005.2105",="0",="0",="0",="0",="0",="477.1379",="0",="2460.9898",="0",="211.6741",="0",="0",="0",="0",="0",="0",="0",="0",="0",="138.5025",="0",="0",="0",="0",="439.5161",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="551.7873",="0",="832.8207",="0",="0",="0",="0",="0",="575.2946",="306.71",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPd1",="0",="0",="0",="0",="15.8692",="0",="0",="157.2995",="0",="331.1641",="79.7959",="0",="232.0153",="0",="0",="0",="0",="15413.8983",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="977.9977",="0",="257.3766",="0",="0",="0",="133.0617",="0",="0",="0",="0",="0",="0",="0",="404.3948",="0",="2322.5262",="0",="571.4991",="19034.4041",="2068.0837",="4881.1187",="0",="1052.3504",="11614.6549",="2342.5556",="9945.1478",="249.4916",="1424.5353",="663.4606",="945.7485",="9276.1134",="634.1272",="4451.6844",="550.1716",="1673.1367",="983.2691",="403.2374",="396.5402",="1892.4681",="2361.6279",="5796.791",="683.289",="1001.0257",="0",="1828.869",="0",="0",="49.3923",="0",="774.6509",="387.9345",="306.4696",="0",="0",="0",="4601.4165",="2936.0758",="9006.8272",="8212.6521",="0",="6842.4204",="9880.7137",="2211.8731",="1391.161",="3305.5957",="0",="302.5308",="1422.9",="2916.9024",="2954.252",="421.0718",="1447.6421",="7271.6435",="1284.0566",="9662.6497",="5539.4812999999995",="2408.0967",="0",="19527.6627",="5649.4368",="0",="3601.732",="0",="1335.0653",="0",="1246.8825",="163.1768",="0",="0",="0",="688.8003",="4588.2449",="0",="2497.0782",="50.9681",="0",="88.167",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="37.658",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="349.8801"
="VISpm6b",="0",="0",="0",="0",="0",="374.573",="60.0622",="0",="329.3306",="0",="0",="25.2355",="0",="0",="0",="0",="0",="442.2721",="285.019",="262.9362",="0",="0",="0",="0",="0",="0",="0",="0",="104.2883",="0",="0",="0",="0",="0",="28.1664",="0",="0",="0",="0",="0",="0",="0",="90.7511",="0",="90.4363",="0",="0",="0",="0",="0",="0",="0",="47.9887",="0",="0",="114.1063",="131.0177",="0",="34.8681",="0",="278.0843",="130.7202",="0",="0",="242.8051",="0",="0",="0",="0",="65.0404",="0",="0",="0",="200.9725",="0",="323.2521",="0",="0",="136.4755",="0",="0",="0",="0",="0",="238.9607",="0",="0",="52.9202",="0",="0",="174.325",="64.0326",="536.2246",="171.5854",="161.1049",="0",="0",="0",="0",="0",="305.4809",="17.828",="0",="0",="168.7915",="481.2773",="0",="41.8385",="180.0312",="113.6075",="128.1574",="0",="19.44",="169.6467",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="90.9455",="0",="38.461",="428.4814",="0",="0",="0",="0",="63.3689",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="APr",="0",="0",="0",="0",="0",="0",="1814.0512",="0",="0",="0",="0",="0",="0",="11.9487",="0",="0",="0",="0",="0",="0",="0",="0",="0",="574.1565",="152.35",="0",="0",="1162.8277",="0",="0",="0",="0",="0",="0",="0",="0",="723.5563",="76.3638",="0",="58.9877",="628.6928",="760.347",="134.6878",="0",="0",="1081.3517",="0",="0",="0",="0",="75.5418",="0",="0",="6667.829",="5312.1138",="14002.4568",="0",="3325.5643",="0",="0",="1737.0285",="10929.6689",="0",="0",="0",="1649.8626",="426.4249",="3209.7611",="0",="7037.4565",="0",="954.1618",="0",="0",="0",="3272.6194",="0",="0",="0",="3637.6334",="0",="0",="0",="0",="0",="0",="729.1306",="0",="0",="0",="0",="72.7519",="0",="9694.1966",="0",="0",="0",="831.4235",="0",="0",="0",="5890.4211",="0",="0",="0",="489.3098",="0",="0",="0",="8626.0682",="0",="0",="0",="0",="0",="0",="19634.4228",="0",="6828.861",="56.5037",="1382.4484",="0",="93.745",="262.6327",="0",="243.6436",="3800.7354",="0",="6652.8811",="2559.2222",="0",="315.5628",="585.3887",="0",="0",="0",="0",="0",="0",="0",="0",="45.9047",="0",="0",="0",="0",="0",="0",="0",="93.1891",="365.3969",="0",="0",="368.0296",="0",="0",="0",="0",="0",="0",="115.9135",="558.454",="0",="0",="0",="0",="0",="0",="0"
="VISa2/3",="0",="0",="0",="0",="0",="0",="0",="43.0699",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4067.6941",="0",="0",="61.9096",="0",="0",="0",="291.2025",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="957.8815",="0",="0",="0",="0",="0",="0",="232.0579",="0",="112.8676",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="723.7293",="0",="0",="0",="0",="0",="0",="0",="181.3532",="0",="0",="0",="0",="0",="0",="323.2569",="0",="0",="0",="0",="580.0315",="335.9515",="7173.159",="261.863",="1031.0128",="291.1894",="0",="0",="1241.3644",="0",="7686.0012",="54.5765",="275.5706",="0",="0",="0",="0",="0",="0",="0",="2750.856",="0",="0",="0",="0",="0",="0",="0",="0",="0",="65.2024",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
