NeuronId,x,y,z
="221426_083.swc",="7789.27978515625",="2132.919921875",="1903.47998046875"
="221456_044.swc",="6508.77978515625",="2760.639892578125",="1612.52001953125"
="221456_045.swc",="6466.580078125",="2755.39990234375",="1643.8199462890625"
="221456_046.swc",="6686.8798828125",="2822.3798828125",="1503.3599853515625"
="221456_048.swc",="6727.7998046875",="2808.159912109375",="1500.739990234375"
="221456_051.swc",="6511.2998046875",="3016.360107421875",="1451.280029296875"
="221456_057.swc",="6354.27978515625",="3315.919921875",="1489.760009765625"
="221456_061.swc",="6861.35986328125",="3178.159912109375",="1338.199951171875"
="221456_063.swc",="6927.39990234375",="3080.300048828125",="1387.800048828125"
="221456_066.swc",="6688.97998046875",="3200",="1372.0999755859375"
="221456_068.swc",="6835.68017578125",="3322.840087890625",="1350"
="221456_072.swc",="6766.919921875",="3657.52001953125",="1390"
="221456_074.swc",="6549.81982421875",="3343.320068359375",="1365.699951171875"
="221456_116.swc",="6343.56005859375",="2956.719970703125",="1573.8800048828125"
="221456_119.swc",="6354.47998046875",="3487.679931640625",="1407.52001953125"
="221476_152.swc",="6658.240234375",="2458.97998046875",="9630.3203125"
="221476_154.swc",="6578.77978515625",="2557.5400390625",="9599.2099609375"
="221476_155.swc",="6555.919921875",="2629.840087890625",="9589.849609375"
="221477_042.swc",="6587.64013671875",="2600.840087890625",="9632.2197265625"
="221477_043.swc",="6568.9599609375",="2781.280029296875",="9703.009765625"
="221477_047.swc",="6934.6201171875",="2430.860107421875",="9496.169921875"
="221481_350.swc",="6875.759765625",="3699.580078125",="10176.2001953125"
="221481_354.swc",="6856.0400390625",="3268.320068359375",="10111"
="221586_093.swc",="6415",="3050.080078125",="9915.66015625"
="221586_096.swc",="6432.5",="3448.47998046875",="10065.599609375"
="221586_099.swc",="6454.9599609375",="3548.659912109375",="10088.099609375"
="221735_005.swc",="5921.33984375",="3084.06005859375",="9687.1103515625"
="221735_010.swc",="6047.33984375",="3031.280029296875",="9778.2197265625"
="221736_051.swc",="6227.06005859375",="3362.43994140625",="9902.41015625"
="221736_052.swc",="6256.93994140625",="3554.52001953125",="10037.2998046875"
="230061_005.swc",="6433.66015625",="3713.260009765625",="10136.7998046875"
="230105_007.swc",="6313.16015625",="4078.52001953125",="10103.7998046875"
="212065_004.swc",="6908.0498046875",="2631.330078125",="2086.93994140625"
="212066_012.swc",="6612.740234375",="2778.10009765625",="9322.48046875"
="212067_025.swc",="6607.85009765625",="3578.300048828125",="9657.66015625"
="212067_038.swc",="6468.89013671875",="3446.030029296875",="9631.2197265625"
="212072_006.swc",="6444.06005859375",="4199.25",="9661.8203125"
="220235_062.swc",="6609.33984375",="2972.929931640625",="2194.429931640625"
="220236_015.swc",="6851.2998046875",="3918.580078125",="9795.0595703125"
="220237_016.swc",="6624.18017578125",="3741.820068359375",="9579.509765625"
="220237_017.swc",="6810.31982421875",="3982",="9682.8095703125"
="220237_019.swc",="6548.60009765625",="3648.419921875",="9586.740234375"
="220237_021.swc",="6716.16015625",="3656.52001953125",="9793.8095703125"
="220237_022.swc",="6790.22021484375",="3640.52001953125",="9841.6796875"
="220237_024.swc",="6701.60009765625",="3455.89990234375",="9790.01953125"
="221087_088.swc",="6165.2998046875",="3778",="9536.58984375"
="221456_073.swc",="6788.8798828125",="3520.659912109375",="1584.719970703125"
="221456_120.swc",="6462.89990234375",="3573.320068359375",="1616.239990234375"
="230080_180.swc",="6741.93994140625",="3383.360107421875",="1703.5999755859375"
="233283_095.swc",="5425.7998046875",="3777.10009765625",="9130.5400390625"
="233284_127.swc",="6540.18017578125",="3377.199951171875",="9374.240234375"
="233284_129.swc",="6547.27978515625",="3904.639892578125",="9580.1298828125"
="212072_013.swc",="6224.18017578125",="2890.72998046875",="9626.080078125"
="221067_046.swc",="6529.60009765625",="3309.639892578125",="1510.0999755859375"
="221067_047.swc",="6583.2001953125",="3054",="1598.6800537109375"
="221224_005.swc",="7522.64013671875",="1902.4300537109375",="9366.2998046875"
="221224_027.swc",="7833.759765625",="2007.1400146484375",="9481"
="221224_029.swc",="7778.16015625",="2053.1201171875",="9554.349609375"
="221224_036.swc",="7822.60009765625",="1831.1600341796875",="9429.3603515625"
="221226_003.swc",="7394.33984375",="2167.340087890625",="1905.739990234375"
="221422_008.swc",="7918.2001953125",="1967.969970703125",="9418.150390625"
="221426_072.swc",="7819.4599609375",="1945.7099609375",="9532.8603515625"
="221426_082.swc",="7721.35986328125",="1857.93994140625",="1980.8800048828125"
="221456_034.swc",="6759.06005859375",="2480.659912109375",="1843.5"
="221456_035.swc",="6881.419921875",="2597.260009765625",="1729.3599853515625"
