NeuronId,x,y,z
="202567_006.swc",="7629.740234375",="1759.4200439453125",="3438.159912109375"
="202567_008.swc",="7378.81005859375",="1710.06005859375",="3584.6201171875"
="202567_009.swc",="7434.91015625",="1737.56005859375",="3539.610107421875"
="202664_001.swc",="7238.64990234375",="1530.5999755859375",="7176.25"
="202666_017.swc",="7207.7001953125",="1585.699951171875",="4032.199951171875"
="202666_025.swc",="7549.22021484375",="1563.5899658203125",="6939.08984375"
="202666_028.swc",="7576.669921875",="1534.760009765625",="7439.0498046875"
="202666_031.swc",="7509.47021484375",="1546.18994140625",="6937.68994140625"
="202674_039.swc",="7755.06982421875",="1561.8199462890625",="3783.929931640625"
="202676_001.swc",="7013.47021484375",="1851.2099609375",="5076.2001953125"
="202676_006.swc",="7043.5498046875",="1788.6800537109375",="4872.64990234375"
="202676_011.swc",="6746.7998046875",="1800.989990234375",="4478.7900390625"
="202676_023.swc",="6830.10009765625",="1725.3299560546875",="4465.60009765625"
="202679_004.swc",="7735.39990234375",="1648.5999755859375",="3563.030029296875"
