 ,221057_071,221057_098,221057_099,221057_102,221057_103,221057_120,221057_123,221057_130,221057_131,221057_135,221057_137,221057_150,221057_151,221057_153,221057_155,221057_167,221364_083,221364_087,221481_256,221481_257,221481_258,221481_522,221481_524,221701_041,221701_047,221701_052,221701_055,221701_060,221727_015,230011_174,230011_175,230066_079,230066_126,231570_012,231685_259,231685_281,233285_119,233379_133,233380_037,233668_057,233668_059,233668_061,233668_062,233668_063,233668_064,233668_065,233668_071,233668_073,233668_075,233668_080,233668_095,233668_099,233668_101,233668_102,233668_170,233795_002,233795_003,233795_008,233795_009,233795_011,233795_012,233795_013,233795_085,233795_087,233795_088,233795_089,233795_090,233795_092,233795_093,233795_094,233795_095,233795_097,233795_098,233795_102,221090_095,221091_154,221417_015,221417_019,221417_043,221418_129,221478_326,221479_166,221480_100,221481_254,221702_004,231685_243,231685_274,231685_286,231686_057,233379_029,233379_031,233379_036,233379_097,233379_130,233380_036,233666_139,233666_190,233666_200,233666_204,233666_218,221090_092,221090_094,221090_099,221091_125,221091_158,221417_017,221418_127,221418_135,221418_137,221477_058,221477_059,221479_185,221479_236,221481_137,221515_017,231687_014,233379_123,233666_201,233667_154,233667_217,233667_256,233667_257,233667_269,233667_289,233667_297,221065_081,221065_082,231687_027,233284_183,233667_270,221225_016,221365_067,233666_161,233666_182,233666_196,233666_198,233666_203,233666_225,233667_165,233667_178,233667_259,233667_272,221065_086,233667_261
="VISl4",="18.2431",="0",="0",="1349.6751",="1452.4854",="1716.5593",="530.5223",="1304.7022",="2453.1885",="667.0286",="712.5785",="2343.0903",="780.455",="1682.9344",="1416.8878",="90.6695",="0",="0",="1240.167",="479.8313",="1341.3945",="1092.2928",="1827.3804",="1289.2643",="223.4679",="3655.421",="1124.7854",="0",="551.631",="0",="0",="1059.3936",="602.4307",="601.9921",="1100.9763",="564.5235",="1943.9549",="98.9163",="483.6027",="194.1616",="116.9887",="775.0616",="0",="1411.8815",="675.9316",="0",="214.9536",="55.068",="30.9271",="0",="200.8745",="110.9944",="0",="395.2271",="0",="253.6902",="32.1074",="117.4296",="89.9497",="307.7574",="559.9631",="507.5901",="422.6263",="126.8027",="1019.3998",="606.9661",="1703.0361",="1800.8162",="926.1016",="1139.0052",="858.6082",="411.281",="151.7915",="2027.9453",="0",="0",="457.26239999999996",="0",="0",="147.9799",="450.9613",="751.1884",="744.0772",="717.3835",="0",="489.866",="423.4167",="0",="0",="0",="0",="0",="0",="701.5503",="324.5818",="2016.6421",="31.4154",="595.7084",="326.8876",="1082.7538",="137.8454",="0",="216.8235",="0",="0",="763.6136",="128.0338",="108.2411",="728.5295",="60.1815",="0",="1350.8568",="0",="179.7187",="5051.1531",="174.3264",="0",="1087.0849",="11.4774",="0",="2463.4309000000003",="2775.8368",="2585.1372",="4240.3117999999995",="411.1906",="35.9105",="3928.0936",="0",="0",="0",="51.073",="0",="0",="0",="581.0238",="0",="0",="0",="0",="0",="3.261",="0",="0",="375.3142"
="VISl5",="998.2738",="56.344",="0",="1660.3936",="3026.662",="832.4495",="1359.5567",="2042.4478",="3167.9727",="883.3518",="863.6484",="2249.0374",="1123.6649",="1311.8286",="2759.6256",="0",="0",="0",="1050.2913",="79.6287",="675.9802",="1022.124",="1568.0667",="3484.9817",="322.3931",="2650.2228",="2348.3372",="0",="950.6645",="58.6116",="0",="953.1519",="934.7301",="1023.7604",="3671.2271",="2205.7078",="2382.4264",="908.4365",="1079.0588",="373.9605",="1348.1904",="2735.8326",="1534.9737",="1952.125",="3613.3427",="867.7047",="2439.4735",="757.337",="7924.2834",="208.9078",="1376.2295",="188.748",="0",="1752.5541",="424.4444",="0",="2331.7762",="513.5194",="1098.5324",="966.0137",="198.3101",="1611.6505",="1210.6279",="2006.5234",="747.3646",="2041.1976",="1336.7347",="0",="1344.2119",="2884.8218",="1731.1596",="1578.5195",="802.5604",="3839.7085",="0",="0",="410.1875",="0",="204.636",="982.9386",="1757.1965",="0",="920.7669",="2733.4918",="393.8084",="722.4797",="720.5448",="408.277",="0",="264.5765",="0",="0",="0",="1579.173",="1426.8689",="2710.1239",="96.4705",="277.7421",="249.7281",="2134.5613",="65.6866",="1542.98",="0",="0",="0",="451.1667",="53.3779",="558.6943",="500.7771",="269.829",="0",="2381.7383",="269.9327",="0",="2710.0872",="0",="355.1737",="2258.2106",="1253.5051",="0",="1906.2521000000002",="3380.5134",="2068.8428",="4094.2948",="1581.7966000000001",="107.0799",="748.3311",="1909.7147",="0",="415.9373",="2217.71",="56.6685",="4.8936",="1430.2634",="2007.275",="109.5198",="677.3519",="649.657",="72.5415",="99.5765",="661.031",="0",="5.0896",="931.0601"
="VISp1",="2139.0212",="936.5602",="3308.2082",="886.1206",="50.8475",="1474.0176",="49.6856",="2069.8071",="3588.7422",="2386.3392",="2680.5515",="1954.6724",="4393.9397",="3187.8613",="663.6992",="1057.2081",="351.9582",="4097.3104",="1454.7882",="1045.6059",="5765.627399999999",="1461.2065",="2205.3047",="2425.4399",="2598.4305",="2421.5603",="3059.5667",="3604.0723",="777.2607",="7712.8172",="7377.0888",="4212.1664",="3276.9169",="760.821",="733.395",="366.7438",="7077.3402",="2310.4059",="11290.3281",="1056.303",="1287.3423",="992.1029",="1848.365",="4107.1388",="188.4277",="1587.2707",="996.1782",="1292.2112",="7345.8027",="4131.3989",="5.7838",="0",="1775.1989",="1748.0824",="1338.8753",="929.7884",="870.9998",="1684.4122",="4862.0038",="6632.9957",="4519.8821",="4969.9105",="2250.4608",="1709.9043",="5746.4965",="2060.7863",="544.788",="3275.196",="2747.0808",="3060.4302",="2276.1251",="2435.2318",="3773.0229",="2985.8054",="3991.9297",="6749.361",="38148.2743",="4978.3211",="11556.4641",="737.6656",="2067.4657",="540.5642",="18791.9273",="25015.7091",="868.3162",="0",="24696.0962",="1760.2172",="619.2791",="17855.6887",="18070.9865",="10580.5606",="5642.3125",="8960.774",="15026.5138",="11297.1415",="10142.046",="10312.6691",="7442.8735",="6578.3651",="12484.3328",="8251.6793",="24750.219",="2764.4712",="0",="25195.9952",="928.9251",="1123.261",="766.1012",="11697.39",="4072.5839",="9632.4698",="30079.2673",="23138.0474",="6975.7286",="18118.1844",="5783.5297",="17167.215",="1249.3483",="4030.0655",="10135.5064",="13797.580000000002",="9986.8656",="10896.350400000001",="8709.2742",="25562.0262",="12895.7446",="0",="27118.5438",="2303.3545",="0",="0",="1559.4408",="363.144",="2252.649",="511.6446",="1763.1628",="307.2732",="92.2494",="1302.7087",="318.5685",="521.9563",="0",="1679.4813"
="VISp2/3",="7402.2255",="11713.069",="6315.8049",="7125.6711",="5637.6915",="2491.5368",="681.888",="17489.5923",="8397.6052",="3969.058",="1801.7566",="4210.3618",="16448.3272",="6957.7045",="6313.5952",="10217.2662",="6505.1259",="6082.46",="8142.5733",="16045.9574",="17723.6678",="18317.0053",="10851.5869",="11618.0002",="9846.722",="10196.7488",="5617.0768",="16948.9078",="7074.882",="4079.5055",="2008.5338",="3060.9158",="13778.1887",="6365.3759",="10344.6374",="7316.5681",="15017.6913",="5491.9658",="7989.3069",="2584.839",="3413.3107",="3093.4927",="3258.6074",="6141.9574",="656.1971",="1646.9152",="3793.5089",="1389.953",="5574.194799999999",="9659.793",="854.2575",="145.7104",="6970.4963",="19472.3165",="5182.2247",="10838.26",="4981.1365",="7555.0891",="6402.9451",="3547.5874",="4320.821",="3080.5176",="10195.1164",="15755.955",="8178.2868",="12354.1202",="8230.95",="17024.5528",="20178.1289",="7756.4579",="9350.5878",="9142.7053",="864.0587",="6935.5413",="1345.6105",="1845.7223",="10111.0909",="10929.2583",="18553.7251",="3970.8963",="13344.1483",="17451.6318",="3583.3253",="18462.2627",="2880.0932",="158.3523",="5805.4966",="715.7564",="241.044",="4055.9173",="10930.179",="2961.2738",="3895.4285",="6519.3778999999995",="3774.269",="8165.3467",="15738.0959",="16465.4078",="13910.4621",="4072.4687",="8660.1553",="4146.6041",="6255.885",="2578.2613",="1177.53",="29671.030700000003",="270.7625",="1310.7459999999999",="1863.8787",="2782.0728",="3571.7028",="3741.425",="3996.6448",="13719.4923",="11431.8966",="3761.0497",="2594.0919",="3614.1161",="1687.426",="1678.3326",="5258.2559",="11925.2497",="1637.9157",="3194.5801",="14526.5975",="2950.0152",="39810.6889",="3.3205",="3944.2034",="4069.6331",="233.4086",="0",="1042.593",="935.8223",="592.549",="204.3344",="1111.1999",="1120.7169",="248.4476",="270.8693",="909.5796",="677.9008",="540.2798",="255.7822"
="VISp4",="3423.3573",="1983.337",="10699.409",="2332.3942",="2780.2759",="2234.1438",="991.8434",="3144.8054",="7198.4099",="1864.8638",="4721.0395",="1815.1461",="4444.7764",="8728.2239",="2905.8908",="733.8701",="882.0537",="2285.1497",="2191.5968",="1837.5072",="5407.393899999999",="2999.2084",="4564.2474",="4708.6463",="4800.0568",="6793.9923",="3971.3846",="3437.0682",="1180.2348",="3622.8757",="2736.6143",="1213.8836",="4289.7356",="2877.4499",="2261.1654",="976.9666",="3320.7688",="3317.2947",="3504.876",="1047.8001",="913.1195",="1313.3415",="1717.4877",="688.7054",="1217.2893",="365.0537",="2516.0042",="200.3856",="1911.344",="3737.3789",="470.8389",="71.3314",="3146.7403",="6549.0806",="2510.2385",="3462.8077",="896.0676",="3174.1497",="1788.5902",="754.8805",="640.7008",="2890.0134",="3658.5079",="2014.3735",="2881.4166",="3252.1708",="2429.4329",="4876.2113",="3707.1294",="2870.5256",="1536.4808",="4316.9093",="5863.0116",="3045.2906",="4098.3964",="1003.1767",="13873.605",="6623.6662",="3035.6096",="953.8101",="3969.7516",="6249.9507",="10634.6417",="6056.1321",="2902.3199",="1657.232",="5696.3403",="919.4417",="662.6917",="9936.0707",="4208.9746",="2750.147",="4281.6381",="16356.194",="11443.6685",="3398.2996",="11238.598",="5265.5901",="6284.5682",="5454.3252",="3183.6127",="4490.2178",="6984.4986",="1688.2881",="459.975",="5186.0037",="923.5431",="1103.7419",="1215.0993",="3390.4835",="4390.781099999999",="4472.6923",="5097.8641",="2693.0275",="6186.5104",="3782.5088",="4901.3087",="3690.5633",="1748.4652",="713.0424",="1440.0195",="2191.8504000000003",="2257.2269",="805.2296",="3079.7469",="4798.6952",="19527.6244",="1269.6949",="2007.6653",="579.1231",="1125.3207",="0",="2140.6632",="904.047",="1076.3019",="333.8519",="831.1854",="1313.4572",="133.7019",="476.0509",="346.7411",="1220.8476",="1230.7146",="209.5867"
="VISp5",="6171.9716",="5261.9566",="6979.381",="3048.5037",="3234.3322",="2063.4724",="934.7263",="6604.506",="3208.186",="2350.3681",="5025.9254",="3153.9792",="7737.558",="3427.9086",="3688.1276",="2810.4222",="1374.8697",="5135.2964",="5692.2505",="1955.6873",="3012.8051",="4763.2887",="4984.4299",="6442.508",="2361.5914",="2436.7236",="1507.2233",="6204.7055",="3919.2403",="6118.1228",="9986.6384",="1546.9734",="7677.1318",="7089.178",="8202.2369",="3833.7589",="7595.4105",="4239.1308",="5686.9853",="2581.206",="5201.7618",="1630.6768",="2310.2919",="2596.8504",="4119.1347",="2242.1067",="8734.2042",="1314.8977",="13110.4433",="8735.2167",="1430.579",="99.8964",="7403.0493",="2132.5569",="9722.7916",="5801.6327",="4309.0233",="5294.7965",="3500.0146",="1890.1599",="1812.4666",="3207.2966",="8400.8247",="4488.5267",="5726.5659",="4494.5335",="5738.3282",="12439.1773",="4704.6222",="5264.1665",="6674.0337",="7216.4588",="5162.0936",="7463.5189",="4477.2336",="3138.3496",="6990.348",="2457.9958",="4332.7405",="3028.8398",="1376.6444000000001",="2142.5795",="11167.0752",="10874.2436",="5042.5079",="4584.6586",="4594.2847",="5042.8578",="1067.4089",="3207.5922",="2154.5105",="2278.2124",="3598.9518",="10298.052500000002",="2066.9368999999997",="8818.0262",="4920.6205",="6178.083500000001",="8747.5066",="5813.2152",="8725.1163",="5571.0149",="11601.5248",="7393.0749",="1560.8266",="11247.561899999999",="5134.4081",="5062.6666",="9472.7246",="9440.9291",="10320.6988",="5210.2177",="8613.4395",="6888.4497",="11902.1038",="9474.3272",="8525.7361",="6101.8408",="16320.0732",="3613.7866",="2748.4173",="6767.7347",="4575.3985999999995",="2081.379",="5580.7523",="7254.3842",="15790.143699999999",="8624.5423",="3454.0718",="12069.732",="5193.4348",="394.3551",="5947.9829",="9283.1453",="8296.0674",="4859.0195",="3822.844",="7407.8347",="2865.9486",="5726.2116",="2285.8335",="3519.1947",="3114.6003",="2094.7436"
="VISp6a",="205.4356",="1219.2486",="1694.1075",="1883.8031",="2033.0811",="752.4409",="253.2453",="908.8276",="1205.4553",="0",="907.2662",="905.9839",="1584.5158",="1323.9329",="760.0935",="210.8921",="0",="739.509",="280.9102",="2902.4572",="2161.9712",="994.6501",="820.0998",="1956.1065",="1355.7609",="1377.2058",="1927.3673",="1688.6872",="112.9168",="256.0686",="263.9662",="1803.6209",="1711.3582",="1875.6423",="1279.9377",="504.5021",="1442.2829",="729.3008",="1381.2731",="1447.8535",="564.8699",="1261.9582",="963.9061",="991.0018",="928.2039",="1234.2668",="283.5833",="1551.746",="1975.0774000000001",="537.9824",="1704.7864",="225.251",="775.5342",="865.4269",="1148.5088",="1001.8594",="2329.036",="2393.0734",="485.9423",="685.3746",="1343.002",="0",="552.9909",="1661.3745",="219.6863",="1778.0877",="3397.8163",="1144.8965",="541.8496",="281.4956",="849.7732",="386.8035",="1129.8642",="769.4188",="2041.8267",="3427.6189",="4194.3148",="574.4542",="1303.9999",="3069.3176",="337.6443",="810.1705",="2123.7427",="2564.7664",="1567.623",="1435.5553",="2356.4032",="815.4362",="320.5578",="1601.6512",="1893.7671",="621.59",="1456.7189",="1554.8952",="3609.6749",="635.2622",="1632.3513",="1738.8118",="1583.3661",="1084.0141",="1780.1564",="1142.2008",="1733.1236000000001",="1403.0287",="2010.5022",="2979.7754",="1218.4795",="2409.3642",="2824.0016",="2024.263",="3546.9467",="3471.62",="1109.4235",="133.788",="5903.0616",="1441.4027",="1220.1485",="1811.3464",="20996.4983",="2075.9533",="3344.9435",="6652.6718",="6151.8135999999995",="3137.8954",="1755.0979",="8231.8002",="19597.468",="10874.2324",="4785.3327",="20640.4656",="192.9547",="749.7416",="4604.2681",="339.1702",="1803.467",="416.2119",="1445.1171",="3460.831",="1215.594",="1430.1483",="2469.6959",="826.6901",="3879.7164",="808.6613"
="VISp6b",="144.4756",="0",="551.9071",="0",="932.2777",="932.6093",="878.1453",="0",="494.9655",="0",="200.3255",="665.9416",="866.6064",="369.9063",="408.5037",="0",="0",="31.8284",="0",="286.2515",="277.7828",="10.0828",="193.463",="208.7145",="112.9763",="72.0195",="617.0975",="402.415",="86.3657",="43.6212",="42.509",="538.6781",="156.0097",="202.0162",="0",="0",="298.1231",="32.7287",="108.3226",="0",="105.7494",="34.895",="52.5282",="35.4174",="0",="182.7328",="319.5142",="281.3566",="497.3505",="257.6133",="230.2483",="304.6013",="617.3141",="122.7178",="82.5648",="184.8523",="886.4512",="37.4886",="123.417",="0",="275.6101",="65.18",="55.9173",="0",="41.5896",="51.3378",="0",="139.5682",="74.7747",="182.4335",="102.1364",="60.2275",="41.676",="250.5371",="633.3378",="378.2827",="1659.213",="23.9945",="472.0218",="147.3224",="210.401",="63.5669",="893.8833",="796.2153",="0",="45.7293",="319.233",="490.8804",="38.9871",="2.8986",="243.0808",="608.2514",="414.9527",="1197.3233",="168.7877",="0",="278.9023",="480.6225",="317.7876",="199.2939",="820.518",="340.8843",="702.5181",="150.7129",="75.2558",="242.92940000000002",="186.0028",="167.7378",="734.2894",="40.9006",="179.9508",="873.46",="1956.7099",="0",="1089.0166",="609.6953",="132.6085",="233.4323",="986.3867",="401.4396",="1613.5136",="2452.4968",="710.6216",="1370.1057",="1108.6239",="1941.9078",="1788.2250000000001",="1333.0703",="2771.5366",="2138.1946",="96.5862",="44.3131",="298.1001",="42.8194",="0",="74.4332",="243.4868",="299.5343",="239.9413",="187.2551",="276.8921",="131.8963",="185.8148",="113.2408"
="VISpm1",="1066.5218",="134.172",="152.2291",="256.4767",="1.8956",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="106.8115",="0",="0",="0",="0",="0",="0",="0",="55.8629",="2351.7843",="0",="820.1226",="0",="0",="0",="47.0632",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="490.524",="0",="0",="229.3003",="0",="1345.1541",="0",="0",="1155.8805",="0",="183.7771",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="198.6423",="195.232",="398.6508",="0",="0",="223.8518",="0",="0",="357.8246",="0",="0",="5676.3569",="241.7921",="1053.9201",="0",="0",="0",="820.9525",="3824.567",="1374.7965",="570.5522",="593.0516",="0",="0",="0",="0",="0",="1203.329",="1080.0511",="3771.9695",="0",="0",="1440.3859",="974.9999",="0",="0",="130.649",="1951.6651",="6813.7461",="0",="1317.7138",="1622.0689",="169.0203",="722.4549",="1182.4174",="72.6004",="18.4631",="0",="0",="1064.3095",="0",="0",="0",="0",="4637.5494",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm2/3",="2891.6861",="2772.489",="15.1921",="765.907",="747.5015",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="640.5984",="1488.6707",="417.7503",="4543.3588",="0",="0",="0",="665.1586",="149.6502",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="161.3336",="0",="0",="1291.646",="9.0899",="4709.5614",="0",="0",="884.8709",="0",="277.4403",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="140.7058",="73.4242",="0",="0",="194.6548",="0",="0",="46.0382",="0",="0",="3364.4308",="7.7228",="1086.6596",="0",="0",="0",="813.1922",="1383.1059",="268.8429",="425.0072",="0",="0",="0",="0",="0",="0",="406.0812",="1280.4967",="2135.8925",="0",="0",="2749.3789",="539.3848",="0",="0",="942.277",="2052.2207",="1231.6929",="0",="2349.0438",="1422.8284",="1197.6863",="513.442",="417.551",="6.8652",="169.1534",="0",="0",="289.6784",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm4",="685.546",="703.7904",="1048.4409",="842.5824",="222.0695",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="82.186",="0",="0",="0",="0",="0",="0",="0",="349.2829",="455.2459",="0",="757.0686",="0",="0",="0",="9.4216",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="206.0598",="0",="0",="163.0834",="0",="857.8163",="0",="0",="268.9377",="0",="202.1623",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="114.9314",="0",="0",="77.2621",="71.2735",="372.4768",="0",="0",="0",="224.8869",="1326.6893",="21.1626",="0",="0",="0",="0",="0",="0",="0",="0",="153.6231",="248.4873",="0",="0",="1107.7117",="1010.0789",="0",="0",="102.4738",="1101.5089",="702.1669",="0",="2064.0654",="270.5939",="379.0577",="5.8892",="177.5863",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm5",="852.421",="4650.8865",="940.5207",="846.6847",="1112.8723",="0",="0",="0",="0",="0",="0",="0",="0",="0",="126.3259",="0",="0",="346.1507",="0",="0",="0",="0",="9.853",="0",="0",="1183.0174",="2447.7934",="0",="1165.04",="0",="0",="0",="146.6736",="0",="88.2899",="0",="0",="0",="0",="332.6341",="0",="0",="0",="0",="0",="0",="0",="0",="316.2421",="508.4765",="0",="0",="117.3701",="0",="796.1524",="569.6463",="0",="793.4284",="0",="730.445",="0",="0",="0",="0",="0",="0",="581.5214",="0",="0",="0",="0",="0",="0",="0",="0",="64.8707",="0",="0",="0",="1293.4637",="0",="0",="0",="0",="58.1247",="423.7813",="474.8472",="377.3486",="0",="0",="0",="0",="988.1631",="510.2862",="0",="163.4113",="0",="0",="0",="469.3984",="0",="0",="180.8592",="1276.0122",="0",="336.474",="1416.964",="2159.2718",="0",="1109.9528",="1808.2429",="2345.8938",="2338.3527",="288.2935",="2330.2965",="306.8736",="1326.5241",="322.1785",="1013.0493",="306.7156",="113.088",="0",="0",="0",="0",="0",="0",="0",="411.9804",="0",="0",="0",="0",="0",="0",="0",="0",="305.6879",="0",="0",="0",="0",="0",="0"
="VISli1",="1064.6689",="0",="0",="702.0294",="0",="983.8606",="258.1637",="0",="0",="0",="0",="0",="0",="362.1908",="0",="183.2511",="105.5367",="582.7028",="0",="0",="0",="0",="0",="0",="0",="109.5189",="0",="0",="241.2765",="0",="563.8686",="0",="0",="47.6502",="109.8529",="0",="45.7755",="0",="711.3225",="0",="0",="201.9721",="0",="401.1306",="0",="146.2429",="0",="0",="0",="0",="52.5112",="476.1234",="0",="298.6487",="0",="2.6185",="67.1819",="3883.7446",="59.6097",="561.1978",="0",="0",="0",="24.6895",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="792.9207",="353.2948",="303.6585",="0",="242.7285",="218.2435",="0",="0",="0",="76.133",="0",="3423.0872",="0",="0",="0",="0",="0",="435.1675",="1491.4228",="315.2409",="0",="337.3906",="0",="0",="0",="822.0309",="239.2055",="1635.1967",="0",="0",="0",="0",="450.5481",="392.0064",="1621.2242",="1383.9363",="237.265",="16.7581",="0",="406.0341",="0",="1383.4332",="0",="0",="0",="0",="0",="27.2727",="676.0856",="318.0804",="33.776",="0",="0",="0",="1759.9065",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1008.3099"
="VISli2/3",="3403.7843",="0",="0",="3878.3733",="307.8625",="3879.14",="416.9771",="4.0727",="347.2073",="0",="0",="264.9867",="0",="72.5684",="174.4484",="4274.6931",="2807.3898",="1469.2529",="0",="0",="0",="0",="6.9456",="0",="0",="197.2544",="46.4504",="0",="1266.9591",="0",="681.4197",="0",="0",="288.5999",="245.5731",="144.3104",="313.9792",="0",="2027.7822",="112.1307",="0",="394.1877",="0",="538.5289",="141.036",="466.2615",="0",="0",="0",="272.8679",="5.2209",="993.5574",="0",="3806.9703",="0",="4084.619",="3485.0741",="10690.2725",="164.766",="768.6698",="101.3255",="0",="0",="535.033",="0",="0",="214.1972",="0",="153.0996",="11.7736",="60.4301",="113.1302",="0",="0",="203.1997",="0",="0",="94.3406",="674.9286",="3780.3763",="836.4829",="0",="0",="3645.7106",="0",="1058.1627",="0",="0",="0",="0",="9.2674",="0",="249.5642",="22.4568",="0",="7598.0186",="4.8465",="0",="0",="179.0802",="699.6519",="600.3137",="0",="0",="0",="381.7748",="560.7989",="2438.1458",="1568.4584",="1446.3592",="1980.4608",="286.8928",="0",="581.3019",="47.4543",="739.2476",="0",="66.9502",="0",="0",="0",="0",="0",="287.2418",="0",="0",="795.5755",="0",="87.9728",="0",="0",="0",="0",="0",="0",="0",="0",="181.1746",="0",="0",="0",="0",="0",="565.2206"
="VISli4",="1324.8081",="0",="0",="918.2907",="62.6553",="1111.7092",="661.4564",="35.5326",="656.4129",="0",="0",="0",="0",="169.4807",="0",="350.8447",="254.227",="126.2125",="0",="10.9941",="28.573",="0",="0",="16.2246",="0",="193.2993",="0",="84.8607",="321.2926",="2.9283",="214.8959",="0",="1.6311",="432.9706",="165.6281",="160.0202",="0",="0",="192.1886",="0",="0",="211.0803",="0",="185.4608",="0",="0",="0",="0",="0",="49.615",="160.3037",="280.5757",="0",="1543.1949",="0",="865.2351",="813.4683",="3134.3172",="249.1083",="173.9684",="289.6892",="0",="0",="123.2156",="0",="0",="254.541",="89.9301",="0",="42.3124",="0",="0",="0",="0",="0",="0",="0",="61.6129",="0",="824.4007",="555.9774",="0",="18.7137",="134.7829",="0",="89.3347",="0",="0",="0",="0",="0",="0",="242.7526",="104.0773",="0",="973.5755",="0",="0",="0",="287.0593",="162.6285",="681.9105",="0",="0",="0",="0",="634.4827",="535.6837",="341.284",="466.0226",="37.0314",="127.0982",="0",="0",="238.6006",="0",="0",="184.2551",="0",="0",="0",="0",="0",="0",="0",="0",="198.0889",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="113.3377",="0",="0",="0",="0",="0",="76.9881"
="VISli5",="1409.3609",="493.4616",="0",="1244.4748",="242.1041",="2537.6586",="588.3386",="0",="269.4847",="255.2768",="444.5135",="771.4027",="200.0769",="145.1944",="0",="0",="0",="273.235",="256.1927",="1282.0026",="5.4771",="8.7302",="0",="0",="0",="1.8531",="0",="286.1951",="1160.499",="1032.4861",="2820.2755",="18.2427",="17.0139",="55.4157",="555.4501",="246.2829",="0",="0",="842.1622",="0",="311.7526",="966.6402",="188.7648",="509.1653",="0",="460.6633",="0",="415.1899",="16.7737",="91.0005",="662.3036",="223.546",="642.16",="2183.5277",="99.4817",="1543.6516",="1959.1543",="2786.9471",="1674.7959",="718.0147",="0",="133.7059",="203.9192",="276.0851",="0",="116.5048",="514.2371",="0",="79.5435",="0",="0",="228.1753",="0",="126.6442",="0",="0",="0",="0",="0",="345.8654",="359.4487",="0",="933.4555",="200.3727",="137.2849",="864.7366",="143.7311",="0",="0",="408.9382",="0",="0",="0",="269.6307",="0",="1997.8973",="0",="0",="0",="295.1474",="300.5988",="2201.9162",="0",="0",="0",="0",="466.1288",="533.2567",="588.1615",="501.5686",="63.0308",="0",="0",="0",="184.3235",="0",="0",="180.1555",="0",="0",="144.084",="0",="0",="0",="0",="0",="32.1079",="652.6328",="0",="0",="360.0406",="596.5077",="0",="107.347",="141.7959",="0",="130.5891",="526.9135",="0",="0",="0",="0",="0",="274.7966"
="VISa2/3",="23.2236",="4447.2653",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1293.6812",="0",="1.9273",="87.8178",="1154.9611",="0",="0",="0",="0",="0",="0",="0",="0",="2961.3952",="0",="0",="0",="0",="0",="1213.5653",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="112.8676",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="723.7293",="0",="0",="0",="0",="0",="0",="0",="0",="323.2569",="356.5882",="0",="0",="0",="335.9515",="291.1894",="0",="54.5765",="275.5706",="0",="0",="0",="0",="0",="2750.856",="0",="0",="0",="0",="0",="0",="65.2024",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa4",="838.5945",="586.1129",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="78.1533",="0",="0",="125.3518",="0",="0",="0",="0",="0",="0",="0",="0",="0",="520.0625",="0",="0",="0",="0",="0",="774.2003",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7.8799",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="162.1877",="0",="0",="0",="0",="0",="0",="0",="0",="0",="113.9348",="0",="0",="0",="0",="100.61",="0",="0",="0",="0",="0",="0",="0",="0",="916.9187",="0",="0",="0",="434.968",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
