 ,220191_031,220191_053,220191_066,221057_035,221057_045,221367_022,221367_033,221367_037,221367_039,221367_040,221367_041,221367_045,221367_048,221367_052,221367_053,221427_302,221530_020,221737_125,221739_015,221754_038,230066_112,230111_018,230111_021,230111_023,230112_004,230112_005,231567_003,231567_004,231567_008,233379_006,233379_021,233379_062,233379_063,233380_012,233380_047,233380_057,233380_059,233380_060,233380_071,233380_077,233380_082,233380_088,233666_069,233667_145,220191_082,220191_087,220191_092,221367_019,221367_020,221367_050,221367_054,221368_031,221368_035,221512_035,221525_022,230108_009,233379_026,233379_028,233379_067,233379_070,233379_082,233379_083,233380_011,233380_051,233380_065,233666_088,233667_017,233667_019,233667_034,233667_035,233667_040,233667_042,233282_092,233379_025,233379_027,233379_085,220191_020,220191_030,221227_091,221227_108,221227_227,221367_031,221367_038,221367_042,221367_043,221367_047,221367_049,221368_016,221368_017,221368_022,221368_029,221368_030,221368_034,221368_036,221368_038,221512_055,221734_024,221734_032,221734_035,221735_054,221735_059,221735_061,221736_040,230080_193,230080_215,230080_222,230107_069,230111_009,230111_022,231567_002,231568_001,233282_008,233282_011,233379_071,233379_077,233380_031,233666_075,233666_087,233666_104,233666_116,233666_233,233666_260,233667_009,233667_018,233667_022,233667_024,233667_026,233667_029,233667_031,233667_032,233667_037,233667_122,233667_143,233667_144,233667_147,233667_148,233667_149,233667_150,233667_152,233667_302,233667_304,233667_305,212073_007
="ACAv6a",="0",="0",="0",="0",="0",="748.8938",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="39.5446",="0",="0",="0",="483.704",="665.4682",="0",="0",="0",="1215.2588",="0",="658.5361",="303.1852",="2107.6792",="0",="0",="0",="0",="0",="971.0959",="187.3622",="229.2125",="0",="0",="0",="0",="2966.3846",="0",="0",="0",="89.749",="0",="0",="781.9608",="0",="874.7389",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="705.1231",="0",="579.395",="2147.1913",="0",="0",="0",="1605.6421",="1175.1977",="516.1522",="1779.2114",="0",="0",="939.8759",="106.1967",="109.2794",="0",="0",="0",="0",="0",="0",="0",="0",="101.0731",="0",="0",="0",="0",="0",="442.795",="0",="0",="0",="1281.8034",="0",="0",="0",="0",="0",="0",="32.8244",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISl1",="0",="0",="0",="0",="0",="0",="518.6803",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6967.9849",="0",="0",="0",="0",="390.8336",="0",="0",="1512.3636",="622.4346",="0",="0",="0",="0",="9287.0948",="1887.3673",="0",="1029.763",="297.8086",="57.4226",="0",="4846.4768",="0",="0",="0",="0",="0",="0",="0",="690.4685",="0",="0",="0",="0",="0",="0",="0",="2113.2992",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7431.4323",="0",="0",="0",="0",="0",="0",="0",="287.5485",="0",="0",="0",="0",="0",="1263.4349",="0",="0",="0",="0",="0",="0",="0",="0",="762.4539",="0",="0",="0",="0",="0",="0",="42.6754",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="52.8788",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="alv",="0",="0",="0",="0",="0",="0",="27.6358",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="155.7973",="0",="0",="22.2944",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="15.0395",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="11.7297",="0",="0",="0",="0",="0",="64.8497",="10.288",="0",="0",="0",="0",="0",="0",="231.5945",="0",="0",="59.0463",="0",="0",="0",="0",="0",="0",="0",="0",="63.4205",="550.7322",="0",="229.1806",="0",="0",="104.9675",="42.302",="26.4444",="165.3873",="0",="0",="11.3045",="464.1642",="0",="0",="208.4041",="307.2681",="0",="0",="0",="0",="350.0639",="507.4576",="72.7361",="181.5743",="0",="812.9241",="302.7192",="181.3211",="287.1665",="0",="3.6236",="0",="1.9846",="683.7104",="13.7812",="670.1283",="0",="0",="0",="597.0615",="1365.4065",="0",="0",="0",="0",="0",="0",="6.0167",="0",="0",="0",="0",="0",="0",="477.1035",="1012.6664",="0",="37.0714",="13.4913",="0",="0",="0",="0"
="SCsg",="0",="0",="0",="0",="0",="0",="0",="15.127",="7.0175",="0",="0",="0",="0",="2.7921",="0",="4.4024",="0",="0",="0",="0",="45.4121",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="97.2551",="247.0705",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="144.3352",="0",="200.1819",="0",="0",="0",="0",="0",="0",="0",="0",="143.5743",="0",="0",="0",="0",="419.7636",="0",="0",="1383.3769",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2688.3832",="0",="0",="0",="0",="0",="0",="739.3178",="1104.7821",="0",="18183.309",="0",="1069.1782",="470.6892",="0",="0",="0",="0"
="DG-mo",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="475.839",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="13.925",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="659.4249",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="160.028",="0",="0",="0",="119.8063",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="128.3133",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="480.0255",="0",="0",="640.1476",="0",="881.308",="760.5898",="246.279",="8.6662",="0",="0",="0",="0",="1283.0785",="0",="270.0514",="475.9399",="0",="874.939",="0",="0",="0",="0",="0"
="MOp1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="180.8415",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="50.9412",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="326.8752",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="MOp2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="456.2025",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="66.8615",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="52.3791",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="MOp5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="401.3218",="0",="0",="196.1054",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="665.7439",="0",="0",="72.2988",="0",="0",="0",="1058.5205",="571.7522",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="754.9893",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="617.4858",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="294.7324",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="MOp6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="606.2363",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="558.3769",="0",="0",="67.6158",="3609.4809999999998",="1676.6085",="0",="0",="0",="0",="0",="0",="7.3589",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="436.3173",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="393.7036",="0",="0",="0",="513.3008",="0",="0",="652.0607",="0",="0",="0",="0",="0",="0",="0",="1117.8849",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="380.2551",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="125.4126",="0"
="MOs1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4267.150000000001",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="888.6421",="0",="0",="595.4874",="0",="116.8786",="0",="0",="0",="0",="0",="0",="0",="8433.7672",="0",="0",="0",="0",="0",="0",="0",="0",="0",="180.033",="0",="0",="0",="0",="0",="0",="0",="1060.8662",="0",="0",="0",="0",="564.6903",="0",="0",="0",="0",="0",="0",="0",="0",="0",="514.4001",="0",="0",="0",="983.9312",="0",="0",="0",="0",="0",="1463.8105",="0",="498.2752",="1352.9956",="0",="291.2419",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2782.5954",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="MOs2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="137.1968",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="304.3914",="0",="0",="3779.6088",="0",="0",="247.8545",="3452.2935",="690.2515",="0",="0",="0",="0",="0",="0",="0",="1306.2423",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="267.6924",="0",="0",="0",="575.484",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="359.3455",="0",="0",="0",="926.5324",="0",="0",="0",="0",="103.8476",="0",="56.9209",="221.4062",="577.4152",="0",="1009.0452",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="295.1403",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="MOs5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="158.1568",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="266.109",="0",="0",="0",="0",="307.4921",="0",="0",="1034.8771",="0",="0",="0",="17037.8382",="6196.5103",="0",="0",="0",="0",="0",="0",="0",="1640.2464",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="207.2868",="0",="0",="0",="0",="0",="0",="0",="2407.6611",="0",="0",="0",="0",="0",="0",="825.0492",="116.732",="0",="0",="1169.8912",="0",="0",="0",="229.8852",="3490.667",="1211.6884",="908.1923",="1386.5634",="0",="750.8515",="1729.5117",="1097.0423",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="854.3444",="0",="0",="0",="0",="0",="0",="0",="0",="123.5839",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="99.8195",="0"
="MOs6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1165.0346",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="513.4477",="0",="0",="0",="0",="0",="0",="0",="238.2823",="428.0428",="0",="2383.5437",="10832.6543",="14794.3566",="0",="0",="0",="0",="0",="0",="305.7426",="0",="0",="0",="0",="0",="0",="0",="0",="0",="99.28829999999999",="0",="0",="0",="0",="0",="0",="0",="0",="1178.8931",="0",="0",="0",="0",="0",="0",="0",="1798.682",="0",="0",="0",="0",="0",="0",="956.4784",="110.0856",="0",="0",="215.023",="0",="0",="0",="969.1534",="4510.8833",="1419.7571",="903.9012",="413.6483",="0",="287.9854",="1783.2308",="0",="0",="0",="0",="0",="0",="0",="0",="795.3068",="0",="0",="0",="0",="0",="0",="1033.6586",="0",="0",="257.0148",="0",="0",="0",="0",="0",="485.7635",="0",="238.3776",="0",="0",="0",="0",="0",="0",="193.9633",="0",="0",="0",="0",="819.0509",="0"
="MOs6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="687.7957",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="181.4892",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="380.9874",="145.5263",="1276.8772",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="165.6561",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="16.3987",="0",="0",="0",="0",="0",="71.3224",="37.9997",="0",="0",="0",="97.2463",="0",="0",="0",="0",="0",="0",="0",="0",="102.0278",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="35.0648",="0",="0",="0",="0",="0",="0"
="ACAd1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2248.3433999999997",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="154.2621",="0",="0",="0",="394.8242",="0",="0",="0",="0",="0",="0",="0",="2255.0388",="284.4268",="0",="1084.4904000000001",="0",="198.7996",="0",="0",="0",="0",="0",="379.2921",="739.3963",="6448.048699999999",="3005.2775",="0",="0",="0",="0",="0",="0",="0",="1618.2175",="1054.2491",="0",="1021.5681",="0",="1658.1584",="552.3822",="0",="0",="0",="0",="0",="0",="0",="765.8715",="0",="0",="208.89",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1253.4659",="0",="169.5589",="0",="0",="1469.9749",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="171.6548",="0",="0",="0",="0",="0",="2209.5177",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAd2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="677.7542000000001",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="347.9914",="0",="0",="0",="351.1746",="0",="0",="0",="0",="0",="0",="0",="1337.6261",="58.4245",="0",="0",="317.6577",="322.9698",="0",="0",="0",="0",="0",="2746.6346",="262.0517",="2602.3469",="829.7238",="0",="0",="0",="0",="0",="0",="0",="1506.6288",="2191.8381",="0",="1946.8297",="0",="3564.3078",="1129.4778",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="216.6082",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="96.4075",="0",="0",="0",="0",="0",="656.9512",="0",="0",="0",="0",="3270.8755",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="962.3877",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="603.3311",="0"
="ACAv1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1052.7684000000002",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="541.1799",="0",="0",="0",="0",="258.597",="0",="0",="0",="874.3712",="0",="19.4372",="45.2088",="566.5235",="0",="0",="0",="0",="0",="1826.657",="4718.2214",="145.5948",="2439.7606",="0",="0",="0",="3200.9872",="0",="0",="0",="6158.6109",="1698.1552",="0",="5678.0812",="0",="2684.0249",="1395.56",="0",="0",="0",="0",="0",="0",="0",="525.2733",="0",="0",="0",="0",="179.7326",="0",="0",="0",="0",="9.8986",="0",="0",="0",="0",="0",="0",="0",="17.2848",="0",="384.918",="0",="0",="0",="0",="252.2981",="111.5605",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="743.5572",="178.6354",="0",="0",="0",="0",="1673.7315",="0",="2.0478",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="CP",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5148.8123",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="47908.754",="14262.7091",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1276.148",="5088.5971",="29271.8069",="768.5002",="1575.1382",="691.0218",="871.1767",="1023.8855",="547.4552",="741.2992",="1228.8277",="2002.5164",="1634.0854",="1349.2803",="766.468",="809.1878",="1705.5156",="1743.8493",="846.3546",="1073.1011",="1263.1218",="1830.3426",="2679.6798",="12252.1217",="5987.2698",="5686.7585",="3744.3009",="15647.6132",="1679.8051",="740.4304",="2498.8229",="454.9636",="5823.1734",="662.4269",="41196.5642",="1814.857",="12477.8039",="509.9727",="913.5525",="14597.0787",="601.9147",="11528.142",="7236.6389",="513.9973",="0",="854.5136",="7188.2274",="1170.2594",="685.3955",="9519.8996",="23204.4765",="592.8881",="5304.9061",="776.5269",="526.309",="0",="0",="857.6645",="92.6072",="295.9834",="1586.107",="632.3833",="102.6073",="755.3394",="802.8117",="31482.2193",="580.1537"
="ccg",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="479.3155",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="112.1296",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="16.1868",="0",="0",="0",="0",="0",="0",="0",="0",="0",="716.4754",="0",="0",="0",="84.7349",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="215.4073",="0"
="ccb",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2023.6074",="0",="0",="2880.8531000000003",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1941.3174000000001",="0",="0",="0",="0",="0",="0",="0",="0",="140.7101",="0",="0",="334.629",="0",="0",="5075.045",="3618.5104",="3320.1544",="0",="0",="0",="0",="0",="0",="1294.5371",="754.9265",="0",="0",="0",="0",="19.472",="0",="0",="0",="0",="0",="0",="215.7578",="0",="0",="0",="0",="0",="0",="0",="0",="0",="815.6626",="791.5322",="1264.4958",="1195.1796",="1996.4593",="0",="0",="0",="415.8036",="14.5499",="0",="1291.5302",="2313.3388",="2001.8367",="902.0432",="2270.2078",="583.9164",="268.1849",="219.7462",="2121.8353",="1445.3833",="2467.0156",="2189.2829",="2322.717",="967.1673",="3285.7994",="2607.2288",="3400.2986",="1331.5745",="1355.62",="2128.4858",="0",="904.7541",="242.943",="1653.7191",="1677.8398",="2328.0152",="50.2298",="212.4158",="410.493",="166.9446",="684.3105",="1295.6864",="0",="0",="1089.1052",="2663.1352",="176.2122",="1239.5875",="225.4102",="1298.9893",="227.4162",="694.8628",="463.686",="274.933",="0",="0",="0",="0",="0",="968.5189",="154.9514",="0",="271.77",="612.0768",="665.0831",="589.4953"
="or",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="80.383",="0",="0",="2369.4695",="0",="0",="0",="1103.4982",="0",="0",="0",="0",="0",="0",="0",="3377.4465",="0",="0",="0",="0",="0",="140.2696",="0",="0",="0",="0",="0",="0",="328.848",="0",="53.2367",="0",="0",="0",="0",="0",="162.2031",="551.5874",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="185.568",="0",="0",="0",="0",="159.1079",="0",="0",="0",="423.3125",="3025.521",="1089.5721",="0",="228.7488",="25.0692",="400.4589",="0",="2107.781",="1357.2499",="2876.9799",="1060.2759",="2286.094",="2499.2278",="212.1947",="118.6169",="0",="154.5798",="142.2776",="569.7124",="767.302",="509.71",="255.7021",="2441.1021",="127.3286",="397.7997",="728.0423",="152.227",="1169.4598",="213.3966",="0",="436.6007",="1445.8939",="248.3715",="1749.9354",="1427.5967",="1432.1061",="378.61",="1859.0873",="0",="1938.5768",="1368.9079",="1267.1496",="1600.922",="1813.3693",="14416.6823",="4491.4959",="1295.3166",="1065.1464",="837.2653",="1614.9004",="1019.6508",="2201.449",="1604.8147",="1264.1888",="3182.4711",="3166.9909",="1643.8622",="1664.1024",="1108.9127",="859.3368",="2404.2116",="1221.7233",="298.5735",="1689.9259",="1096.234",="790.3041",="0",="628.6299",="1432.335"
="FC",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="261.6322",="0",="0",="0",="0",="0",="0",="35.3794",="0",="0",="0",="0",="0",="0",="0",="105.7659",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="153.50799999999998",="0",="0",="59.4867",="0",="0",="0",="0",="0",="0",="221.0623",="0",="40.6358",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISa6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="313.5846",="506.1173",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="993.9258",="0",="0",="0",="0",="0",="0",="0",="2924.1785",="399.8919",="858.258",="0",="0",="0",="0",="0",="0",="1328.6248",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1123.1662",="0",="0",="1129.2057",="0",="0",="0",="487.6427",="572.5198",="0",="4208.7715",="0",="0",="0",="0",="0",="0",="0",="882.3322",="428.7418",="75.6139",="836.821",="66.2459",="0",="0",="0",="1337.4378",="4254.0012",="1449.4446",="2890.6702",="601.147",="0",="847.0858",="1009.1128",="0",="2538.0209",="696.7859",="0",="0",="0",="0",="0",="3331.6172",="0",="230.9662",="0",="0",="0",="1977.7194",="349.0438",="0",="0",="60.8993",="468.29",="685.2868",="0",="814.7447",="765.8223",="16.1982",="0",="18.6555",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="553.7101",="670.4095",="551.8413"
="SSp-bfd4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="74.6803",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="101.3711",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="69.9215",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="176.5946",="131.2461",="0",="0",="0",="0",="0",="28.3663",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-ll6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="27.1456",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="11.0732",="0",="0",="0",="0",="150.3564",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="274.8376",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="47.1624",="285.4942",="0",="0",="0",="0",="0",="0",="170.8754",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="14.6127",="0"
